Time,Electric Degrade,Electricity Availability,Communications Function,IT Function,Healthcare Function,Transportation Function,Emergency Services Functionality,Critical Manufacturing Functionality,Water Functionality,
996,0.2,20,100,100,99.7,70,98,78,90,
997,0.2,20,100,100,99.7,70,98,78,90,
998,0.2,20,100,100,99.7,70,98,78,90,
999,0.2,20,100,100,99.7,70,98,78,90,
1000,0.7,20,100,100,99.7,70,98,78,90,
1001,0.7,51.61522876,100,100,99.7,70,98,78,90,
1002,0.7,63.24000067,100,100,99.7,70,98,78,90,
1003,0.7,67.51437917,100,100,99.7,70,98,78,90,
1004,0.7,69.08604859,100,100,99.7,70,98,78,90,
1005,0.7,69.66394425,100,100,99.7,70,98,78,90,
1006,0.7,69.87643382,100,100,99.7,70,98,78,90,
1007,0.7,69.95456527,100,100,99.7,70,98,78,90,
1008,0.7,69.98329385,100,100,99.7,70,98,78,90,
1009,0.7,69.99385723,100,100,99.7,70,98,78,90,
1010,0.7,69.99774133,100,100,99.7,70,98,78,90,
1011,0.7,69.9991695,100,100,99.7,70,98,78,90,
1012,0.7,69.99969463,100,100,99.7,70,98,78,90,
1013,0.7,69.99988772,100,100,99.7,70,98,78,90,
1014,0.7,69.99995871,100,100,99.7,70,98,78,90,
1015,0.7,69.99998482,100,100,99.7,70,98,78,90,
1016,0.7,69.99999442,100,100,99.7,70,98,78,90,
1017,0.7,69.99999795,100,100,99.7,70,98,78,90,
1018,0.7,69.99999925,100,100,99.7,70,98,78,90,
1019,0.7,69.99999972,100,100,99.7,70,98,78,90,
1020,0.7,69.9999999,100,100,99.7,70,98,78,90,
1021,0.7,69.99999996,100,100,99.7,70,98,78,90,
1022,0.7,69.99999999,100,100,99.7,70,98,78,90,
1023,0.7,69.99999999,100,100,99.7,70,98,78,90,
1024,0.7,70,100,100,99.7,70,98,78,90,
1025,0.7,70,100,100,99.7,70,98,78,90,
1026,0.7,70,100,100,99.7,70,98,78,90,
1027,0.7,70,100,100,99.7,70,98,78,90,
1028,0.7,70,100,100,99.7,70,98,78,90,
1029,0.7,70,100,100,99.7,70,98,78,90,
1030,0.7,70,100,100,99.7,70,98,78,90,
1031,0.7,70,100,100,99.7,70,98,78,90,
1032,0.7,70,100,100,99.7,70,98,78,90,
1033,0.7,70,100,100,99.7,70,98,78,90,
1034,0.7,70,100,100,99.7,70,98,78,90,
1035,0.7,70,100,100,99.7,70,98,78,90,
1036,0.7,70,100,100,99.7,70,98,78,90,
1037,0.7,70,100,100,99.7,70,98,78,90,
1038,0.7,70,100,100,99.7,70,98,78,90,
1039,0.7,70,100,100,99.7,70,98,78,90,
1040,0.7,70,100,100,99.7,70,98,78,90,
1041,0.7,70,100,100,99.7,70,98,78,90,
1042,0.7,70,100,100,99.7,70,98,78,90,
1043,0.7,70,100,100,99.7,70,98,78,90,
1044,0.7,70,100,100,99.7,70,98,78,90,
1045,0.7,70,100,100,99.7,70,98,78,90,
1046,0.7,70,100,100,99.7,70,98,78,90,
1047,0.7,70,100,100,99.7,70,98,78,90,
1048,0.7,70,100,100,99.7,70,98,78,90,
1049,0.7,70,100,100,99.7,70,98,78,90,
1050,0.7,70,100,100,99.7,70,98,78,90,
1051,0.7,70,100,100,99.7,70,98,78,90,
1052,0.7,70,100,100,99.7,70,98,78,90,
1053,0.7,70,100,100,99.7,70,98,78,90,
1054,0.7,70,100,100,99.7,70,98,78,90,
1055,0.7,70,100,100,99.7,70,98,78,90,
1056,0.7,70,100,100,99.7,70,98,78,90,
1057,0.7,70,100,100,99.7,70,98,78,90,
1058,0.7,70,100,100,99.7,70,98,78,90,
1059,0.7,70,100,100,99.7,70,98,78,90,
1060,0.7,70,100,100,99.7,70,98,78,90,
1061,0.7,70,100,100,99.7,70,98,78,90,
1062,0.7,70,100,100,99.7,70,98,78,90,
1063,0.7,70,100,100,99.7,70,98,78,90,
1064,0.7,70,100,100,99.7,70,98,78,90,
1065,0.7,70,100,100,99.7,70,98,78,90,
1066,0.7,70,100,100,99.7,70,98,78,90,
1067,0.7,70,100,100,99.7,70,98,78,90,
1068,0.7,70,100,100,99.7,70,98,78,90,
1069,0.7,70,100,100,99.7,70,98,78,90,
1070,0.7,70,100,100,99.7,70,98,78,90,
1071,0.7,70,100,100,99.7,70,98,78,90,
1072,0.7,70,100,100,99.7,70,98,78,90,
1073,0.7,70,100,100,99.7,70,98,78,90,
1074,0.7,70,100,100,99.7,70,98,78,90,
1075,0.7,70,100,100,99.7,70,98,78,90,
1076,0.7,70,100,100,99.7,70,98,78,90,
1077,0.7,70,100,100,99.7,70,98,78,90,
1078,0.7,70,100,100,99.7,70,98,78,90,
1079,0.7,70,100,100,99.7,70,98,78,90,
1080,0.7,70,100,100,99.7,70,98,78,90,
1081,0.7,70,100,100,99.7,70,98,78,90,
1082,0.7,70,100,100,99.7,70,98,78,90,
1083,0.7,70,100,100,99.7,70,98,78,90,
1084,0.7,70,100,100,99.7,70,98,78,90,
1085,0.7,70,100,100,99.7,70,98,78,90,
1086,0.7,70,100,100,99.7,70,98,78,90,
1087,0.7,70,100,100,99.7,70,98,78,90,
1088,0.7,70,100,100,99.7,70,98,78,90,
1089,0.7,70,100,100,99.7,70,98,78,90,
1090,0.7,70,100,100,99.7,70,98,78,90,
1091,0.7,70,100,100,99.7,70,98,78,90,
1092,0.7,70,100,100,99.7,70,98,78,90,
1093,0.7,70,100,100,99.7,70,98,78,90,
1094,0.7,70,100,100,99.7,70,98,78,90,
1095,0.7,70,100,100,99.7,70,98,78,90,
1096,0.7,70,100,100,99.7,70,98,78,90,
1097,0.7,70,100,100,99.7,70,98,78,90,
1098,0.7,70,100,100,99.7,70,98,78,90,
1099,0.7,70,100,100,99.7,70,98,78,90,
1100,0.7,70,100,100,99.7,70,98,78,90,
1101,0.7,70,100,100,99.7,70,98,78,90,
1102,0.7,70,100,100,99.7,70,98,78,90,
1103,0.7,70,100,100,99.7,70,98,78,90,
1104,0.7,70,100,100,99.7,70,98,78,90,
1105,0.7,70,100,100,99.7,70,98,78,90,
1106,0.7,70,100,100,99.7,70,98,78,90,
1107,0.7,70,100,100,99.7,70,98,78,90,
1108,0.7,70,100,100,99.7,70,98,78,90,
1109,0.7,70,100,100,99.7,70,98,78,90,
1110,0.7,70,100,100,99.7,70,98,78,90,
1111,0.7,70,100,100,99.7,70,98,78,90,
1112,0.7,70,100,100,99.7,70,98,78,90,
1113,0.7,70,100,100,99.7,70,98,78,90,
1114,0.7,70,100,100,99.7,70,98,78,90,
1115,0.7,70,100,100,99.7,70,98,78,90,
1116,0.7,70,100,100,99.7,70,98,78,90,
1117,0.7,70,100,100,99.7,70,98,78,90,
1118,0.7,70,100,100,99.7,70,98,78,90,
1119,0.7,70,100,100,99.7,70,98,78,90,
1120,0.7,70,100,100,99.7,70,98,78,90,
1121,0.7,70,100,100,99.7,70,98,78,90,
1122,0.7,70,100,100,99.7,70,98,78,90,
1123,0.7,70,100,100,99.7,70,98,78,90,
1124,0.7,70,100,100,99.7,70,98,78,90,
1125,0.7,70,100,100,99.7,70,98,78,90,
1126,0.7,70,100,100,99.7,70,98,78,90,
1127,0.7,70,100,100,99.7,70,98,78,90,
1128,0.7,70,100,100,99.7,70,98,78,90,
1129,0.7,70,100,100,99.7,70,98,78,90,
1130,0.7,70,100,100,99.7,70,98,78,90,
1131,0.7,70,100,100,99.7,70,98,78,90,
1132,0.7,70,100,100,99.7,70,98,78,90,
1133,0.7,70,100,100,99.7,70,98,78,90,
1134,0.7,70,100,100,99.7,70,98,78,90,
1135,0.7,70,100,100,99.7,70,98,78,90,
1136,0.7,70,100,100,99.7,70,98,78,90,
1137,0.7,70,100,100,99.7,70,98,78,90,
1138,0.7,70,100,100,99.7,70,98,78,90,
1139,0.7,70,100,100,99.7,70,98,78,90,
1140,0.7,70,100,100,99.7,70,98,78,90,
1141,0.7,70,100,100,99.7,70,98,78,90,
1142,0.7,70,100,100,99.7,70,98,78,90,
1143,0.7,70,100,100,99.7,70,98,78,90,
1144,0.7,70,100,100,99.7,70,98,78,90,
1145,0.7,70,100,100,99.7,70,98,78,90,
1146,0.7,70,100,100,99.7,70,98,78,90,
1147,0.7,70,100,100,99.7,70,98,78,90,
1148,0.7,70,100,100,99.7,70,98,78,90,
1149,0.7,70,100,100,99.7,70,98,78,90,
1150,0.7,70,100,100,99.7,70,98,78,90,
1151,0.7,70,100,100,99.7,70,98,78,90,
1152,0.7,70,100,100,99.7,70,98,78,90,
1153,0.7,70,100,100,99.7,70,98,78,90,
1154,0.7,70,100,100,99.7,70,98,78,90,
1155,0.7,70,100,100,99.7,70,98,78,90,
1156,0.7,70,100,100,99.7,70,98,78,90,
1157,0.7,70,100,100,99.7,70,98,78,90,
1158,0.7,70,100,100,99.7,70,98,78,90,
1159,0.7,70,100,100,99.7,70,98,78,90,
1160,0.7,70,100,100,99.7,70,98,78,90,
1161,0.7,70,100,100,99.7,70,98,78,90,
1162,0.7,70,100,100,99.7,70,98,78,90,
1163,0.7,70,100,100,99.7,70,98,78,90,
1164,0.7,70,100,100,99.7,70,98,78,90,
1165,0.7,70,100,100,99.7,70,98,78,90,
1166,0.7,70,100,100,99.7,70,98,78,90,
1167,0.7,70,100,100,99.7,70,98,78,90,
1168,0.7,70,100,100,99.7,70,98,78,90,
1169,0.7,70,100,100,99.7,70,98,78,90,
1170,0.7,70,100,100,99.7,70,98,78,90,
1171,0.7,70,100,100,99.7,70,98,78,90,
1172,0.7,70,100,100,99.7,70,98,78,90,
1173,0.7,70,100,100,99.7,70,98,78,90,
1174,0.7,70,100,100,99.7,70,98,78,90,
1175,0.7,70,100,100,99.7,70,98,78,90,
1176,0.7,70,100,100,99.7,70,98,78,90,
1177,0.7,70,100,100,99.7,70,98,78,90,
1178,0.7,70,100,100,99.7,70,98,78,90,
1179,0.7,70,100,100,99.7,70,98,78,90,
1180,0.7,70,100,100,99.7,70,98,78,90,
1181,0.7,70,100,100,99.7,70,98,78,90,
1182,0.7,70,100,100,99.7,70,98,78,90,
1183,0.7,70,100,100,99.7,70,98,78,90,
1184,0.7,70,100,100,99.7,70,98,78,90,
1185,0.7,70,100,100,99.7,70,98,78,90,
1186,0.7,70,100,100,99.7,70,98,78,90,
1187,0.7,70,100,100,99.7,70,98,78,90,
1188,0.7,70,100,100,99.7,70,98,78,90,
1189,0.7,70,100,100,99.7,70,98,78,90,
1190,0.7,70,100,100,99.7,70,98,78,90,
1191,0.7,70,100,100,99.7,70,98,78,90,
1192,0.7,70,100,100,99.7,70,98,78,90,
1193,0.7,70,100,100,99.7,70,98,78,90,
1194,0.7,70,100,100,99.7,70,98,78,90,
1195,0.7,70,100,100,99.7,70,98,78,90,
1196,0.7,70,100,100,99.7,70,98,78,90,
1197,0.7,70,100,100,99.7,70,98,78,90,
1198,0.7,70,100,100,99.7,70,98,78,90,
1199,0.7,70,100,100,99.7,70,98,78,90,
1200,0.7,70,100,100,99.7,70,98,78,90,
1201,0.7,70,100,100,99.7,70,98,78,90,
1202,0.7,70,100,100,99.7,70,98,78,90,
1203,0.7,70,100,100,99.7,70,98,78,90,
1204,0.7,70,100,100,99.7,70,98,78,90,
1205,0.7,70,100,100,99.7,70,98,78,90,
1206,0.7,70,100,100,99.7,70,98,78,90,
1207,0.7,70,100,100,99.7,70,98,78,90,
1208,0.7,70,100,100,99.7,70,98,78,90,
1209,0.7,70,100,100,99.7,70,98,78,90,
1210,0.7,70,100,100,99.7,70,98,78,90,
1211,0.7,70,100,100,99.7,70,98,78,90,
1212,0.7,70,100,100,99.7,70,98,78,90,
1213,0.7,70,100,100,99.7,70,98,78,90,
1214,0.7,70,100,100,99.7,70,98,78,90,
1215,0.7,70,100,100,99.7,70,98,78,90,
1216,0.7,70,100,100,99.7,70,98,78,90,
1217,0.7,70,100,100,99.7,70,98,78,90,
1218,0.7,70,100,100,99.7,70,98,78,90,
1219,0.7,70,100,100,99.7,70,98,78,90,
1220,0.7,70,100,100,99.7,70,98,78,90,
1221,0.7,70,100,100,99.7,70,98,78,90,
1222,0.7,70,100,100,99.7,70,98,78,90,
1223,0.7,70,100,100,99.7,70,98,78,90,
1224,0.7,70,100,100,99.7,70,98,78,90,
1225,0.7,70,100,100,99.7,70,98,78,90,
1226,0.7,70,100,100,99.7,70,98,78,90,
1227,0.7,70,100,100,99.7,70,98,78,90,
1228,0.7,70,100,100,99.7,70,98,78,90,
1229,0.7,70,100,100,99.7,70,98,78,90,
1230,0.7,70,100,100,99.7,70,98,78,90,
1231,0.7,70,100,100,99.7,70,98,78,90,
1232,0.7,70,100,100,99.7,70,98,78,90,
1233,0.7,70,100,100,99.7,70,98,78,90,
1234,0.7,70,100,100,99.7,70,98,78,90,
1235,0.7,70,100,100,99.7,70,98,78,90,
1236,0.7,70,100,100,99.7,70,98,78,90,
1237,0.7,70,100,100,99.7,70,98,78,90,
1238,0.7,70,100,100,99.7,70,98,78,90,
1239,0.7,70,100,100,99.7,70,98,78,90,
1240,0.7,70,100,100,99.7,70,98,78,90,
1241,0.7,70,100,100,99.7,70,98,78,90,
1242,0.7,70,100,100,99.7,70,98,78,90,
1243,0.7,70,100,100,99.7,70,98,78,90,
1244,0.7,70,100,100,99.7,70,98,78,90,
1245,0.7,70,100,100,99.7,70,98,78,90,
1246,0.7,70,100,100,99.7,70,98,78,90,
1247,0.7,70,100,100,99.7,70,98,78,90,
1248,0.7,70,100,100,99.7,70,98,78,90,
1249,0.7,70,100,100,99.7,70,98,78,90,
1250,0.7,70,100,100,99.7,70,98,78,90,
1251,0.7,70,100,100,99.7,70,98,78,90,
1252,0.7,70,100,100,99.7,70,98,78,90,
1253,0.7,70,100,100,99.7,70,98,78,90,
1254,0.7,70,100,100,99.7,70,98,78,90,
1255,0.7,70,100,100,99.7,70,98,78,90,
1256,0.7,70,100,100,99.7,70,98,78,90,
1257,0.7,70,100,100,99.7,70,98,78,90,
1258,0.7,70,100,100,99.7,70,98,78,90,
1259,0.7,70,100,100,99.7,70,98,78,90,
1260,0.7,70,100,100,99.7,70,98,78,90,
1261,0.7,70,100,100,99.7,70,98,78,90,
1262,0.7,70,100,100,99.7,70,98,78,90,
1263,0.7,70,100,100,99.7,70,98,78,90,
1264,0.7,70,100,100,99.7,70,98,78,90,
1265,0.7,70,100,100,99.7,70,98,78,90,
1266,0.7,70,100,100,99.7,70,98,78,90,
1267,0.7,70,100,100,99.7,70,98,78,90,
1268,0.7,70,100,100,99.7,70,98,78,90,
1269,0.7,70,100,100,99.7,70,98,78,90,
1270,0.7,70,100,100,99.7,70,98,78,90,
1271,0.7,70,100,100,99.7,70,98,78,90,
1272,0.7,70,100,100,99.7,70,98,78,90,
1273,0.7,70,100,100,99.7,70,98,78,90,
1274,0.7,70,100,100,99.7,70,98,78,90,
1275,0.7,70,100,100,99.7,70,98,78,90,
1276,0.7,70,100,100,99.7,70,98,78,90,
1277,0.7,70,100,100,99.7,70,98,78,90,
1278,0.7,70,100,100,99.7,70,98,78,90,
1279,0.7,70,100,100,99.7,70,98,78,90,
1280,0.7,70,100,100,99.7,70,98,78,90,
1281,0.7,70,100,100,99.7,70,98,78,90,
1282,0.7,70,100,100,99.7,70,98,78,90,
1283,0.7,70,100,100,99.7,70,98,78,90,
1284,0.7,70,100,100,99.7,70,98,78,90,
1285,0.7,70,100,100,99.7,70,98,78,90,
1286,0.7,70,100,100,99.7,70,98,78,90,
1287,0.7,70,100,100,99.7,70,98,78,90,
1288,0.7,70,100,100,99.7,70,98,78,90,
1289,0.7,70,100,100,99.7,70,98,78,90,
1290,0.7,70,100,100,99.7,70,98,78,90,
1291,0.7,70,100,100,99.7,70,98,78,90,
1292,0.7,70,100,100,99.7,70,98,78,90,
1293,0.7,70,100,100,99.7,70,98,78,90,
1294,0.7,70,100,100,99.7,70,98,78,90,
1295,0.7,70,100,100,99.7,70,98,78,90,
1296,0.7,70,100,100,99.7,70,98,78,90,
1297,0.7,70,100,100,99.7,70,98,78,90,
1298,0.7,70,100,100,99.7,70,98,78,90,
1299,0.7,70,100,100,99.7,70,98,78,90,
1300,0.7,70,100,100,99.7,70,98,78,90,
1301,0.7,70,100,100,99.7,70,98,78,90,
1302,0.7,70,100,100,99.7,70,98,78,90,
1303,0.7,70,100,100,99.7,70,98,78,90,
1304,0.7,70,100,100,99.7,70,98,78,90,
1305,0.7,70,100,100,99.7,70,98,78,90,
1306,0.7,70,100,100,99.7,70,98,78,90,
1307,0.7,70,100,100,99.7,70,98,78,90,
1308,0.7,70,100,100,99.7,70,98,78,90,
1309,0.7,70,100,100,99.7,70,98,78,90,
1310,0.7,70,100,100,99.7,70,98,78,90,
1311,0.7,70,100,100,99.7,70,98,78,90,
1312,0.7,70,100,100,99.7,70,98,78,90,
1313,0.7,70,100,100,99.7,70,98,78,90,
1314,0.7,70,100,100,99.7,70,98,78,90,
1315,0.7,70,100,100,99.7,70,98,78,90,
1316,0.7,70,100,100,99.7,70,98,78,90,
1317,0.7,70,100,100,99.7,70,98,78,90,
1318,0.7,70,100,100,99.7,70,98,78,90,
1319,0.7,70,100,100,99.7,70,98,78,90,
1320,0.7,70,100,100,99.7,70,98,78,90,
1321,0.7,70,100,100,99.7,70,98,78,90,
1322,0.7,70,100,100,99.7,70,98,78,90,
1323,0.7,70,100,100,99.7,70,98,78,90,
1324,0.7,70,100,100,99.7,70,98,78,90,
1325,0.7,70,100,100,99.7,70,98,78,90,
1326,0.7,70,100,100,99.7,70,98,78,90,
1327,0.7,70,100,100,99.7,70,98,78,90,
1328,0.7,70,100,100,99.7,70,98,78,90,
1329,0.7,70,100,100,99.7,70,98,78,90,
1330,0.7,70,100,100,99.7,70,98,78,90,
1331,0.7,70,100,100,99.7,70,98,78,90,
1332,0.7,70,100,100,99.7,70,98,78,90,
1333,0.7,70,100,100,99.7,70,98,78,90,
1334,0.7,70,100,100,99.7,70,98,78,90,
1335,0.7,70,100,100,99.7,70,98,78,90,
1336,0.7,70,100,100,99.7,70,98,78,90,
1337,0.7,70,100,100,99.7,70,98,78,90,
1338,0.7,70,100,100,99.7,70,98,78,90,
1339,0.7,70,100,100,99.7,70,98,78,90,
1340,0.7,70,100,100,99.7,70,98,78,90,
1341,0.7,70,100,100,99.7,70,98,78,90,
1342,0.7,70,100,100,99.7,70,98,78,90,
1343,0.7,70,100,100,99.7,70,98,78,90,
1344,0.7,70,100,100,99.7,70,98,78,90,
1345,0.7,70,100,100,99.7,70,98,78,90,
1346,0.7,70,100,100,99.7,70,98,78,90,
1347,0.7,70,100,100,99.7,70,98,78,90,
1348,0.7,70,100,100,99.7,70,98,78,90,
1349,0.7,70,100,100,99.7,70,98,78,90,
1350,0.7,70,100,100,99.7,70,98,78,90,
1351,0.7,70,100,100,99.7,70,98,78,90,
1352,0.7,70,100,100,99.7,70,98,78,90,
1353,0.7,70,100,100,99.7,70,98,78,90,
1354,0.7,70,100,100,99.7,70,98,78,90,
1355,0.7,70,100,100,99.7,70,98,78,90,
1356,0.7,70,100,100,99.7,70,98,78,90,
1357,0.7,70,100,100,99.7,70,98,78,90,
1358,0.7,70,100,100,99.7,70,98,78,90,
1359,0.7,70,100,100,99.7,70,98,78,90,
1360,0.7,70,100,100,99.7,70,98,78,90,
1361,0.7,70,100,100,99.7,70,98,78,90,
1362,0.7,70,100,100,99.7,70,98,78,90,
1363,0.7,70,100,100,99.7,70,98,78,90,
1364,0.7,70,100,100,99.7,70,98,78,90,
1365,0.7,70,100,100,99.7,70,98,78,90,
1366,0.7,70,100,100,99.7,70,98,78,90,
1367,0.7,70,100,100,99.7,70,98,78,90,
1368,0.7,70,100,100,99.7,70,98,78,90,
1369,0.7,70,100,100,99.7,70,98,78,90,
1370,0.7,70,100,100,99.7,70,98,78,90,
1371,0.7,70,100,100,99.7,70,98,78,90,
1372,0.7,70,100,100,99.7,70,98,78,90,
1373,0.7,70,100,100,99.7,70,98,78,90,
1374,0.7,70,100,100,99.7,70,98,78,90,
1375,0.7,70,100,100,99.7,70,98,78,90,
1376,0.7,70,100,100,99.7,70,98,78,90,
1377,0.7,70,100,100,99.7,70,98,78,90,
1378,0.7,70,100,100,99.7,70,98,78,90,
1379,0.7,70,100,100,99.7,70,98,78,90,
1380,0.7,70,100,100,99.7,70,98,78,90,
1381,0.7,70,100,100,99.7,70,98,78,90,
1382,0.7,70,100,100,99.7,70,98,78,90,
1383,0.7,70,100,100,99.7,70,98,78,90,
1384,0.7,70,100,100,99.7,70,98,78,90,
1385,0.7,70,100,100,99.7,70,98,78,90,
1386,0.7,70,100,100,99.7,70,98,78,90,
1387,0.7,70,100,100,99.7,70,98,78,90,
1388,0.7,70,100,100,99.7,70,98,78,90,
1389,0.7,70,100,100,99.7,70,98,78,90,
1390,0.7,70,100,100,99.7,70,98,78,90,
1391,0.7,70,100,100,99.7,70,98,78,90,
1392,0.7,70,100,100,99.7,70,98,78,90,
1393,0.7,70,100,100,99.7,70,98,78,90,
1394,0.7,70,100,100,99.7,70,98,78,90,
1395,0.7,70,100,100,99.7,70,98,78,90,
1396,0.7,70,100,100,99.7,70,98,78,90,
1397,0.7,70,100,100,99.7,70,98,78,90,
1398,0.7,70,100,100,99.7,70,98,78,90,
1399,0.7,70,100,100,99.7,70,98,78,90,
1400,0.7,70,100,100,99.7,70,98,78,90,
1401,0.7,70,100,100,99.7,70,98,78,90,
1402,0.7,70,100,100,99.7,70,98,78,90,
1403,0.7,70,100,100,99.7,70,98,78,90,
1404,0.7,70,100,100,99.7,70,98,78,90,
1405,0.7,70,100,100,99.7,70,98,78,90,
1406,0.7,70,100,100,99.7,70,98,78,90,
1407,0.7,70,100,100,99.7,70,98,78,90,
1408,0.7,70,100,100,99.7,70,98,78,90,
1409,0.7,70,100,100,99.7,70,98,78,90,
1410,0.7,70,100,100,99.7,70,98,78,90,
1411,0.7,70,100,100,99.7,70,98,78,90,
1412,0.7,70,100,100,99.7,70,98,78,90,
1413,0.7,70,100,100,99.7,70,98,78,90,
1414,0.7,70,100,100,99.7,70,98,78,90,
1415,0.7,70,100,100,99.7,70,98,78,90,
1416,0.7,70,100,100,99.7,70,98,78,90,
1417,0.7,70,100,100,99.7,70,98,78,90,
1418,0.7,70,100,100,99.7,70,98,78,90,
1419,0.7,70,100,100,99.7,70,98,78,90,
1420,0.7,70,100,100,99.7,70,98,78,90,
1421,0.7,70,100,100,99.7,70,98,78,90,
1422,0.7,70,100,100,99.7,70,98,78,90,
1423,0.7,70,100,100,99.7,70,98,78,90,
1424,0.7,70,100,100,99.7,70,98,78,90,
1425,0.7,70,100,100,99.7,70,98,78,90,
1426,0.7,70,100,100,99.7,70,98,78,90,
1427,0.7,70,100,100,99.7,70,98,78,90,
1428,0.7,70,100,100,99.7,70,98,78,90,
1429,0.7,70,100,100,99.7,70,98,78,90,
1430,0.7,70,100,100,99.7,70,98,78,90,
1431,0.7,70,100,100,99.7,70,98,78,90,
1432,0.7,70,100,100,99.7,70,98,78,90,
1433,0.7,70,100,100,99.7,70,98,78,90,
1434,0.7,70,100,100,99.7,70,98,78,90,
1435,0.7,70,100,100,99.7,70,98,78,90,
1436,0.7,70,100,100,99.7,70,98,78,90,
1437,0.7,70,100,100,99.7,70,98,78,90,
1438,0.7,70,100,100,99.7,70,98,78,90,
1439,0.7,70,100,100,99.7,70,98,78,90,
1440,0.7,70,100,100,99.7,70,98,78,90,
1441,0.7,70,100,100,99.7,70,98,78,90,
1442,0.7,70,100,100,99.7,70,98,78,90,
1443,0.7,70,100,100,99.7,70,98,78,90,
1444,0.7,70,100,100,99.7,70,98,78,90,
1445,0.7,70,100,100,99.7,70,98,78,90,
1446,0.7,70,100,100,99.7,70,98,78,90,
1447,0.7,70,100,100,99.7,70,98,78,90,
1448,0.7,70,100,100,99.7,70,98,78,90,
1449,0.7,70,100,100,99.7,70,98,78,90,
1450,0.7,70,100,100,99.7,70,98,78,90,
1451,0.7,70,100,100,99.7,70,98,78,90,
1452,0.7,70,100,100,99.7,70,98,78,90,
1453,0.7,70,100,100,99.7,70,98,78,90,
1454,0.7,70,100,100,99.7,70,98,78,90,
1455,0.7,70,100,100,99.7,70,98,78,90,
1456,0.7,70,100,100,99.7,70,98,78,90,
1457,0.7,70,100,100,99.7,70,98,78,90,
1458,0.7,70,100,100,99.7,70,98,78,90,
1459,0.7,70,100,100,99.7,70,98,78,90,
1460,0.7,70,100,100,99.7,70,98,78,90,
1461,0.7,70,100,100,99.7,70,98,78,90,
1462,0.7,70,100,100,99.7,70,98,78,90,
1463,0.7,70,100,100,99.7,70,98,78,90,
1464,0.7,70,100,100,99.7,70,98,78,90,
1465,0.7,70,100,100,99.7,70,98,78,90,
1466,0.7,70,100,100,99.7,70,98,78,90,
1467,0.7,70,100,100,99.7,70,98,78,90,
1468,0.7,70,100,100,99.7,70,98,78,90,
1469,0.7,70,100,100,99.7,70,98,78,90,
1470,0.7,70,100,100,99.7,70,98,78,90,
1471,0.7,70,100,100,99.7,70,98,78,90,
1472,0.7,70,100,100,99.7,70,98,78,90,
1473,0.7,70,100,100,99.7,70,98,78,90,
1474,0.7,70,100,100,99.7,70,98,78,90,
1475,0.7,70,100,100,99.7,70,98,78,90,
1476,0.7,70,100,100,99.7,70,98,78,90,
1477,0.7,70,100,100,99.7,70,98,78,90,
1478,0.7,70,100,100,99.7,70,98,78,90,
1479,0.7,70,100,100,99.7,70,98,78,90,
1480,0.7,70,100,100,99.7,70,98,78,90,
1481,0.7,70,100,100,99.7,70,98,78,90,
1482,0.7,70,100,100,99.7,70,98,78,90,
1483,0.7,70,100,100,99.7,70,98,78,90,
1484,0.7,70,100,100,99.7,70,98,78,90,
1485,0.7,70,100,100,99.7,70,98,78,90,
1486,0.7,70,100,100,99.7,70,98,78,90,
1487,0.7,70,100,100,99.7,70,98,78,90,
1488,0.7,70,100,100,99.7,70,98,78,90,
1489,0.7,70,100,100,99.7,70,98,78,90,
1490,0.7,70,100,100,99.7,70,98,78,90,
1491,0.7,70,100,100,99.7,70,98,78,90,
1492,0.7,70,100,100,99.7,70,98,78,90,
1493,0.7,70,100,100,99.7,70,98,78,90,
1494,0.7,70,100,100,99.7,70,98,78,90,
1495,0.7,70,100,100,99.7,70,98,78,90,
1496,0.7,70,100,100,99.7,70,98,78,90,
1497,0.7,70,100,100,99.7,70,98,78,90,
1498,0.7,70,100,100,99.7,70,98,78,90,
1499,0.7,70,100,100,99.7,70,98,78,90,
1500,0.7,70,100,100,99.7,70,98,78,90,
1501,0.7,70,100,100,99.7,70,98,78,90,
1502,0.7,70,100,100,99.7,70,98,78,90,
1503,0.7,70,100,100,99.7,70,98,78,90,
1504,0.7,70,100,100,99.7,70,98,78,90,
1505,0.7,70,100,100,99.7,70,98,78,90,
1506,0.7,70,100,100,99.7,70,98,78,90,
1507,0.7,70,100,100,99.7,70,98,78,90,
1508,0.7,70,100,100,99.7,70,98,78,90,
1509,0.7,70,100,100,99.7,70,98,78,90,
1510,0.7,70,100,100,99.7,70,98,78,90,
1511,0.7,70,100,100,99.7,70,98,78,90,
1512,0.7,70,100,100,99.7,70,98,78,90,
1513,0.7,70,100,100,99.7,70,98,78,90,
1514,0.7,70,100,100,99.7,70,98,78,90,
1515,0.7,70,100,100,99.7,70,98,78,90,
1516,0.7,70,100,100,99.7,70,98,78,90,
1517,0.7,70,100,100,99.7,70,98,78,90,
1518,0.7,70,100,100,99.7,70,98,78,90,
1519,0.7,70,100,100,99.7,70,98,78,90,
1520,0.7,70,100,100,99.7,70,98,78,90,
1521,0.7,70,100,100,99.7,70,98,78,90,
1522,0.7,70,100,100,99.7,70,98,78,90,
1523,0.7,70,100,100,99.7,70,98,78,90,
1524,0.7,70,100,100,99.7,70,98,78,90,
1525,0.7,70,100,100,99.7,70,98,78,90,
1526,0.7,70,100,100,99.7,70,98,78,90,
1527,0.7,70,100,100,99.7,70,98,78,90,
