Time,Electric Degrade,Electricity Availability,Communications Function,IT Function,Healthcare Function,Transportation Function,Emergency Services Functionality,Critical Manufacturing Functionality,Water Functionality,
6414,0.05,5,100,0,66.825,60,94,37.95307425,70,
6415,0.05,5,100,0,66.825,60,94,37.95113039,70,
6416,0.05,5,100,0,66.825,60,94,37.9156114,70,
6417,0.05,5,100,0,66.825,60,94,37.86562569,70,
6418,0.05,5,100,0,66.825,60,94,37.78897378,70,
6419,0.05,5,100,0,66.825,60,94,37.75004519,70,
6420,0.05,5,100,0,66.825,60,94,37.65982877,70,
6421,0.05,5,100,0,66.825,60,94,37.61003946,70,
6422,0.05,5,100,0,66.825,60,94,37.52865882,70,
6423,0.05,5,100,0,66.825,60,94,37.41456889,70,
6424,0.05,5,100,0,66.825,60,94,37.32025307,70,
6425,0.05,5,100,0,66.825,60,94,37.23852576,70,
6426,0.05,5,100,0,66.825,60,94,37.19923348,70,
6427,0.05,5,100,0,66.825,60,94,37.1503984,70,
6428,0.05,5,100,0,66.825,60,94,37.08912531,70,
6429,0.05,5,100,0,66.825,60,94,37.06628311,70,
6430,0.05,5,100,0,66.825,60,94,37.02242196,70,
6431,0.05,5,100,0,66.825,60,94,36.96433572,70,
6432,0.05,5,100,0,66.825,60,94,36.93314052,70,
6433,0.05,5,100,0,66.825,60,94,36.92167019,70,
6434,0.05,5,100,0,66.825,60,94,36.89234813,70,
6435,0.05,5,100,0,66.825,60,94,36.863042,70,
6436,0.05,5,100,0,66.825,60,94,36.85226626,70,
6437,0.05,5,100,0,66.825,60,94,36.79984466,70,
6438,0.05,5,100,0,66.825,60,94,36.61985925,70,
6439,0.05,5,100,0,66.825,60,94,36.51153446,70,
6440,0.05,5,100,0,66.825,60,94,36.41837336,70,
6441,0.05,5,100,0,66.825,60,94,36.38336053,70,
6442,0.05,5,100,0,66.825,60,94,36.34970343,70,
6443,0.05,5,100,0,66.825,60,94,36.2415982,70,
6444,0.05,5,100,0,66.825,60,94,36.1289074,70,
6445,0.05,5,100,0,66.825,60,94,36.01543451,70,
6446,0.05,5,100,0,66.825,60,94,35.94427507,70,
6447,0.05,5,100,0,66.825,60,94,35.86387061,70,
6448,0.05,5,100,0,66.825,60,94,35.76060324,70,
6449,0.05,5,100,0,66.825,60,94,35.60026609,70,
6450,0.05,5,100,0,66.825,60,94,35.47174001,70,
6451,0.05,5,100,0,66.825,60,94,35.42448156,70,
6452,0.05,5,100,0,66.825,60,94,35.40710484,70,
6453,0.05,5,100,0,66.825,60,94,35.4007155,70,
6454,0.05,5,100,0,66.825,60,94,35.39836617,70,
6455,0.05,5,100,0,66.825,60,94,35.26805675,70,
6456,0.05,5,100,0,66.825,60,94,35.13921121,70,
6457,0.05,5,100,0,66.825,60,94,35.07926374,70,
6458,0.05,5,100,0,66.825,60,94,35.01839574,70,
6459,0.05,5,100,0,66.825,60,94,34.96513033,70,
6460,0.05,5,100,0,66.825,60,94,34.88917137,70,
6461,0.05,5,100,0,66.825,60,94,34.86124161,70,
6462,0.05,5,100,0,66.825,60,94,34.84124569,70,
6463,0.05,5,100,0,66.825,60,94,34.76623291,70,
6464,0.05,5,100,0,66.825,60,94,34.68976478,70,
6465,0.05,5,100,0,66.825,60,94,34.61993208,70,
6466,0.05,5,100,0,66.825,60,94,34.58772749,70,
6467,0.05,5,100,0,66.825,60,94,34.54969825,70,
6468,0.05,5,100,0,66.825,60,94,34.51827382,70,
6469,0.05,5,100,0,66.825,60,94,34.48039002,70,
6470,0.05,5,100,0,66.825,60,94,34.38798744,70,
6471,0.05,5,100,0,66.825,60,94,34.32792645,70,
6472,0.05,5,100,0,66.825,60,94,34.19074382,70,
6473,0.05,5,100,0,66.825,60,94,34.08088481,70,
6474,0.05,5,100,0,66.825,60,94,34.00890518,70,
6475,0.05,5,100,0,66.825,60,94,33.94491204,70,
6476,0.05,5,100,0,66.825,60,94,33.90323556,70,
6477,0.05,5,100,0,66.825,60,94,33.81981857,70,
6478,0.05,5,100,0,66.825,60,94,33.69998193,70,
6479,0.05,5,100,0,66.825,60,94,33.63865981,70,
6480,0.05,5,100,0,66.825,60,94,33.60171318,70,
6481,0.05,5,100,0,66.825,60,94,33.55889783,70,
6482,0.05,5,100,0,66.825,60,94,33.50530204,70,
6483,0.05,5,100,0,66.825,60,94,33.47981887,70,
6484,0.05,5,100,0,66.825,60,94,33.47044883,70,
6485,0.05,5,100,0,66.825,60,94,33.4093826,70,
6486,0.05,5,100,0,66.825,60,94,33.27376434,70,
6487,0.05,5,100,0,66.825,60,94,33.15377172,70,
6488,0.05,5,100,0,66.825,60,94,33.06309526,70,
6489,0.05,5,100,0,66.825,60,94,32.88124289,70,
6490,0.05,5,100,0,66.825,60,94,32.71865996,70,
6491,0.05,5,100,0,66.825,60,94,32.5911,70,
6492,0.05,5,100,0,66.825,60,94,32.43624847,70,
6493,0.05,5,100,0,66.825,60,94,32.21710755,70,
6494,0.05,5,100,0,66.825,60,94,32.08994633,70,
6495,0.05,5,100,0,66.825,60,94,32.04318973,70,
6496,0.05,5,100,0,66.825,60,94,31.9954524,70,
6497,0.05,5,100,0,66.825,60,94,31.96481573,70,
6498,0.05,5,100,0,66.825,60,94,31.86712547,70,
6499,0.05,5,100,0,66.825,60,94,31.74311444,70,
6500,0.05,5,100,0,66.825,60,94,31.69751615,70,
6501,0.05,5,100,0,66.825,60,94,31.63267435,70,
6502,0.05,5,100,0,66.825,60,94,31.52502327,70,
6503,0.05,5,100,0,66.825,60,94,31.42042777,70,
6504,0.05,5,100,0,66.825,60,94,31.34875568,70,
6505,0.05,5,100,0,66.825,60,94,31.29073814,70,
6506,0.05,5,100,0,66.825,60,94,31.2456026,70,
6507,0.05,5,100,0,66.825,60,94,31.16725548,70,
6508,0.05,5,100,0,66.825,60,94,31.13221261,70,
6509,0.05,5,100,0,66.825,60,94,31.0802292,70,
6510,0.05,5,100,0,66.825,60,94,31.06111514,70,
6511,0.05,5,100,0,66.825,60,94,30.96357258,70,
6512,0.05,5,100,0,66.825,60,94,30.88733398,70,
6513,0.05,5,100,0,66.825,60,94,30.8593014,70,
6514,0.05,5,100,0,66.825,60,94,30.80675583,70,
6515,0.05,5,100,0,66.825,60,94,30.77128852,70,
6516,0.05,5,100,0,66.825,60,94,30.67506142,70,
6517,0.05,5,100,0,66.825,60,94,30.56310468,70,
6518,0.05,5,100,0,66.825,60,94,30.48259717,70,
6519,0.05,5,100,0,66.825,60,94,30.44870743,70,
6520,0.05,5,100,0,66.825,60,94,30.42058293,70,
6521,0.05,5,100,0,66.825,60,94,30.38227606,70,
6522,0.05,5,100,0,66.825,60,94,30.36819081,70,
6523,0.05,5,100,0,66.825,60,94,30.35961257,70,
6524,0.05,5,100,0,66.825,60,94,30.28503188,70,
6525,0.05,5,100,0,66.825,60,94,30.14183733,70,
6526,0.05,5,100,0,66.825,60,94,30.05977373,70,
6527,0.05,5,100,0,66.825,60,94,29.98783408,70,
6528,0.05,5,100,0,66.825,60,94,29.88136579,70,
6529,0.05,5,100,0,66.825,60,94,29.76118674,70,
6530,0.05,5,100,0,66.825,60,94,29.70352895,70,
6531,0.05,5,100,0,66.825,60,94,29.64840851,70,
6532,0.05,5,100,0,66.825,60,94,29.57480288,70,
6533,0.05,5,100,0,66.825,60,94,29.54773842,70,
6534,0.05,5,100,0,66.825,60,94,29.49214471,70,
6535,0.05,5,100,0,66.825,60,94,29.35028857,70,
6536,0.05,5,100,0,66.825,60,94,29.24325979,70,
6537,0.05,5,100,0,66.825,60,94,29.16405745,70,
6538,0.05,5,100,0,66.825,60,94,29.10394852,70,
6539,0.05,5,100,0,66.825,60,94,29.0346213,70,
6540,0.05,5,100,0,66.825,60,94,28.98996679,70,
6541,0.05,5,100,0,66.825,60,94,28.81786689,70,
6542,0.05,5,100,0,66.825,60,94,28.6625044,70,
6543,0.05,5,100,0,66.825,60,94,28.52314335,70,
6544,0.05,5,100,0,66.825,60,94,28.41946842,70,
6545,0.05,5,100,0,66.825,60,94,28.24828941,70,
6546,0.05,5,100,0,66.825,60,94,28.06780522,70,
6547,0.05,5,100,0,66.825,60,94,27.92299614,70,
6548,0.05,5,100,0,66.825,60,94,27.80862149,70,
6549,0.05,5,100,0,66.825,60,94,27.7639672,70,
6550,0.05,5,100,0,66.825,60,94,27.6786962,70,
6551,0.05,5,100,0,66.825,60,94,27.62893623,70,
6552,0.05,5,100,0,66.825,60,94,27.54793454,70,
6553,0.05,5,100,0,66.825,60,94,27.49359774,70,
6554,0.05,5,100,0,66.825,60,94,27.47361834,70,
6555,0.05,5,100,0,66.825,60,94,27.45804698,70,
6556,0.05,5,100,0,66.825,60,94,27.39982446,70,
6557,0.05,5,100,0,66.825,60,94,27.30964181,70,
6558,0.05,5,100,0,66.825,60,94,27.18783351,70,
6559,0.05,5,100,0,66.825,60,94,27.12572371,70,
6560,0.05,5,100,0,66.825,60,94,27.04324813,70,
6561,0.05,5,100,0,66.825,60,94,26.97847629,70,
6562,0.05,5,100,0,66.825,60,94,26.89835115,70,
6563,0.05,5,100,0,66.825,60,94,26.8017437,70,
6564,0.05,5,100,0,66.825,60,94,26.68039137,70,
6565,0.05,5,100,0,66.825,60,94,26.56649282,70,
6566,0.05,5,100,0,66.825,60,94,26.48916805,70,
6567,0.05,5,100,0,66.825,60,94,26.41245242,70,
6568,0.05,5,100,0,66.825,60,94,26.37802191,70,
6569,0.05,5,100,0,66.825,60,94,26.33351102,70,
6570,0.05,5,100,0,66.825,60,94,26.3053665,70,
6571,0.05,5,100,0,66.825,60,94,26.28043062,70,
6572,0.05,5,100,0,66.825,60,94,26.17236102,70,
6573,0.05,5,100,0,66.825,60,94,26.10845271,70,
6574,0.05,5,100,0,66.825,60,94,26.04809753,70,
6575,0.05,5,100,0,66.825,60,94,26.0259052,70,
6576,0.05,5,100,0,66.825,60,94,25.98178383,70,
6577,0.05,5,100,0,66.825,60,94,25.92819117,70,
6578,0.05,5,100,0,66.825,60,94,25.89455815,70,
6579,0.05,5,100,0,66.825,60,94,25.84182207,70,
6580,0.05,5,100,0,66.825,60,94,25.78242536,70,
6581,0.05,5,100,0,66.825,60,94,25.73296056,70,
6582,0.05,5,100,0,66.825,60,94,25.63331127,70,
6583,0.05,5,100,0,66.825,60,94,25.56798708,70,
6584,0.05,5,100,0,66.825,60,94,25.54396768,70,
6585,0.05,5,100,0,66.825,60,94,25.53513585,70,
6586,0.05,5,100,0,66.825,60,94,25.47130046,70,
6587,0.05,5,100,0,66.825,60,94,25.31776377,70,
6588,0.05,5,100,0,66.825,60,94,25.19018762,70,
6589,0.05,5,100,0,66.825,60,94,25.14327845,70,
6590,0.05,5,100,0,66.825,60,94,25.12603016,70,
6591,0.05,5,100,0,66.825,60,94,25.11968804,70,
6592,0.05,5,100,0,66.825,60,94,25.09828353,70,
6593,0.05,5,100,0,66.825,60,94,24.96311653,70,
6594,0.05,5,100,0,66.825,60,94,24.82236346,70,
6595,0.05,5,100,0,66.825,60,94,24.70810701,70,
6596,0.05,5,100,0,66.825,60,94,24.53991919,70,
6597,0.05,5,100,0,66.825,60,94,24.41412017,70,
6598,0.05,5,100,0,66.825,60,94,24.26548569,70,
6599,0.05,5,100,0,66.825,60,94,24.11150541,70,
6600,0.05,5,100,0,66.825,60,94,24.04858768,70,
6601,0.05,5,100,0,66.825,60,94,24.02545312,70,
6602,0.05,5,100,0,66.825,60,94,23.96632078,70,
6603,0.05,5,100,0,66.825,60,94,23.88051622,70,
6604,0.05,5,100,0,66.825,60,94,23.79720507,70,
6605,0.05,5,100,0,66.825,60,94,23.67897456,70,
6606,0.05,5,100,0,66.825,60,94,23.57283491,70,
6607,0.05,5,100,0,66.825,60,94,23.50148888,70,
6608,0.05,5,100,0,66.825,60,94,23.47525527,70,
6609,0.05,5,100,0,66.825,60,94,23.42645068,70,
6610,0.05,5,100,0,66.825,60,94,23.36776906,70,
6611,0.05,5,100,0,66.825,60,94,23.31767755,70,
6612,0.05,5,100,0,66.825,60,94,23.27678164,70,
6613,0.05,5,100,0,66.825,60,94,23.22407241,70,
6614,0.05,5,100,0,66.825,60,94,23.19873444,70,
6615,0.05,5,100,0,66.825,60,94,23.18941779,70,
6616,0.05,5,100,0,66.825,60,94,23.1859921,70,
6617,0.05,5,100,0,66.825,60,94,23.148089,70,
6618,0.05,5,100,0,66.825,60,94,23.08353766,70,
6619,0.05,5,100,0,66.825,60,94,23.04702039,70,
6620,0.05,5,100,0,66.825,60,94,22.98234257,70,
6621,0.05,5,100,0,66.825,60,94,22.93533542,70,
6622,0.05,5,100,0,66.825,60,94,22.91805111,70,
6623,0.05,5,100,0,66.825,60,94,22.82047398,70,
6624,0.05,5,100,0,66.825,60,94,22.74493003,70,
6625,0.05,5,100,0,66.825,60,94,22.71715287,70,
6626,0.05,5,100,0,66.825,60,94,22.64305776,70,
6627,0.05,5,100,0,66.825,60,94,22.53389901,70,
6628,0.05,5,100,0,66.825,60,94,22.46504167,70,
6629,0.05,5,100,0,66.825,60,94,22.39697151,70,
6630,0.05,5,100,0,66.825,60,94,22.28976864,70,
6631,0.05,5,100,0,66.825,60,94,22.17500833,70,
6632,0.05,5,100,0,66.825,60,94,22.05013379,70,
6633,0.05,5,100,0,66.825,60,94,21.98025622,70,
6634,0.05,5,100,0,66.825,60,94,21.909,70,
6635,0.05,5,100,0,66.825,60,94,21.80222716,70,
6636,0.05,5,100,0,66.825,60,94,21.64582493,70,
6637,0.05,5,100,0,66.825,60,94,21.44240611,70,
6638,0.05,5,100,0,66.825,60,94,21.2908847,70,
6639,0.05,5,100,0,66.825,60,94,21.22266871,70,
6640,0.05,5,100,0,66.825,60,94,21.18303585,70,
6641,0.05,5,100,0,66.825,60,94,21.10967803,70,
6642,0.05,5,100,0,66.825,60,94,21.06878181,70,
6643,0.05,5,100,0,66.825,60,94,21.03413357,70,
6644,0.05,5,100,0,66.825,60,94,20.97665961,70,
6645,0.05,5,100,0,66.825,60,94,20.93261352,70,
6646,0.05,5,100,0,66.825,60,94,20.8686068,70,
6647,0.05,5,100,0,66.825,60,94,20.767816,70,
6648,0.05,5,100,0,66.825,60,94,20.60378732,70,
6649,0.05,5,100,0,66.825,60,94,20.44959968,70,
6650,0.05,5,100,0,66.825,60,94,20.30378324,70,
6651,0.05,5,100,0,66.825,60,94,20.16511878,70,
6652,0.05,5,100,0,66.825,60,94,20.03292167,70,
6653,0.05,5,100,0,66.825,60,94,19.93246598,70,
6654,0.05,5,100,0,66.825,60,94,19.85180381,70,
6655,0.05,5,100,0,66.825,60,94,19.77731592,70,
6656,0.05,5,100,0,66.825,60,94,19.74992707,70,
6657,0.05,5,100,0,66.825,60,94,19.73985631,70,
6658,0.05,5,100,0,66.825,60,94,19.73615334,70,
6659,0.05,5,100,0,66.825,60,94,19.73479177,70,
6660,0.05,5,100,0,66.825,60,94,19.69145776,70,
6661,0.05,5,100,0,66.825,60,94,19.59132917,70,
6662,0.05,5,100,0,66.825,60,94,19.47445506,70,
6663,0.05,5,100,0,66.825,60,94,19.37679242,70,
6664,0.05,5,100,0,66.825,60,94,19.31799384,70,
6665,0.05,5,100,0,66.825,60,94,19.1883753,70,
6666,0.05,5,100,0,66.825,60,94,19.11934932,70,
6667,0.05,5,100,0,66.825,60,94,19.00618849,70,
6668,0.05,5,100,0,66.825,60,94,18.85742017,70,
6669,0.05,5,100,0,66.825,60,94,18.80087939,70,
6670,0.05,5,100,0,66.825,60,94,18.76422518,70,
6671,0.05,5,100,0,66.825,60,94,18.72018907,70,
6672,0.05,5,100,0,66.825,60,94,18.62038372,70,
6673,0.05,5,100,0,66.825,60,94,18.53927662,70,
6674,0.05,5,100,0,66.825,60,94,18.5093834,70,
6675,0.05,5,100,0,66.825,60,94,18.49839179,70,
6676,0.05,5,100,0,66.825,60,94,18.42888525,70,
6677,0.05,5,100,0,66.825,60,94,18.38153496,70,
6678,0.05,5,100,0,66.825,60,94,18.33894256,70,
6679,0.05,5,100,0,66.825,60,94,18.2373152,70,
6680,0.05,5,100,0,66.825,60,94,18.18020849,70,
6681,0.05,5,100,0,66.825,60,94,18.14208404,70,
6682,0.05,5,100,0,66.825,60,94,18.06502874,70,
6683,0.05,5,100,0,66.825,60,94,17.99023991,70,
6684,0.05,5,100,0,66.825,60,94,17.95847298,70,
6685,0.05,5,100,0,66.825,60,94,17.94679243,70,
6686,0.05,5,100,0,66.825,60,94,17.91802094,70,
6687,0.05,5,100,0,66.825,60,94,17.81111217,70,
6688,0.05,5,100,0,66.825,60,94,17.76063735,70,
6689,0.05,5,100,0,66.825,60,94,17.67438228,70,
6690,0.05,5,100,0,66.825,60,94,17.6241885,70,
6691,0.05,5,100,0,66.825,60,94,17.58596518,70,
6692,0.05,5,100,0,66.825,60,94,17.50441991,70,
6693,0.05,5,100,0,66.825,60,94,17.46569742,70,
6694,0.05,5,100,0,66.825,60,94,17.39125757,70,
6695,0.05,5,100,0,66.825,60,94,17.30896515,70,
6696,0.05,5,100,0,66.825,60,94,17.27168122,70,
6697,0.05,5,100,0,66.825,60,94,17.22773229,70,
6698,0.05,5,100,0,66.825,60,94,17.13034699,70,
6699,0.05,5,100,0,66.825,60,94,17.0604981,70,
6700,0.05,5,100,0,66.825,60,94,17.00580496,70,
6701,0.05,5,100,0,66.825,60,94,16.98569454,70,
6702,0.05,5,100,0,66.825,60,94,16.97830003,70,
6703,0.05,5,100,0,66.825,60,94,16.9755811,70,
6704,0.05,5,100,0,66.825,60,94,16.90381939,70,
6705,0.05,5,100,0,66.825,60,94,16.86093688,70,
6706,0.05,5,100,0,66.825,60,94,16.83342109,70,
6707,0.05,5,100,0,66.825,60,94,16.71483582,70,
6708,0.05,5,100,0,66.825,60,94,16.63221819,70,
6709,0.05,5,100,0,66.825,60,94,16.54351334,70,
6710,0.05,5,100,0,66.825,60,94,16.51030892,70,
6711,0.05,5,100,0,66.825,60,94,16.4980998,70,
6712,0.05,5,100,0,66.825,60,94,16.47357366,70,
6713,0.05,5,100,0,66.825,60,94,16.40890028,70,
6714,0.05,5,100,0,66.825,60,94,16.37355428,70,
6715,0.05,5,100,0,66.825,60,94,16.36055771,70,
6716,0.05,5,100,0,66.825,60,94,16.31847076,70,
6717,0.05,5,100,0,66.825,60,94,16.20603939,70,
6718,0.05,5,100,0,66.825,60,94,16.12444719,70,
6719,0.05,5,100,0,66.825,60,94,16.07561827,70,
6720,0.05,5,100,0,66.825,60,94,16.00104147,70,
6721,0.05,5,100,0,66.825,60,94,15.96181236,70,
6722,0.05,5,100,0,66.825,60,94,15.93952355,70,
6723,0.05,5,100,0,66.825,60,94,15.86512171,70,
6724,0.05,5,100,0,66.825,60,94,15.82457726,70,
6725,0.05,5,100,0,66.825,60,94,15.74091686,70,
6726,0.05,5,100,0,66.825,60,94,15.69164967,70,
6727,0.05,5,100,0,66.825,60,94,15.67353435,70,
6728,0.05,5,100,0,66.825,60,94,15.65615647,70,
6729,0.05,5,100,0,66.825,60,94,15.55731831,70,
6730,0.05,5,100,0,66.825,60,94,15.45420967,70,
6731,0.05,5,100,0,66.825,60,94,15.36584704,70,
6732,0.05,5,100,0,66.825,60,94,15.28837292,70,
6733,0.05,5,100,0,66.825,60,94,15.2057568,70,
6734,0.05,5,100,0,66.825,60,94,15.09875144,70,
6735,0.05,5,100,0,66.825,60,94,15.00602091,70,
6736,0.05,5,100,0,66.825,60,94,14.94151262,70,
6737,0.05,5,100,0,66.825,60,94,14.88421003,70,
6738,0.05,5,100,0,66.825,60,94,14.84148252,70,
6739,0.05,5,100,0,66.825,60,94,14.72206905,70,
6740,0.05,5,100,0,66.825,60,94,14.59628295,70,
6741,0.05,5,100,0,66.825,60,94,14.48210802,70,
6742,0.05,5,100,0,66.825,60,94,14.32018793,70,
6743,0.05,5,100,0,66.825,60,94,14.1731852,70,
6744,0.05,5,100,0,66.825,60,94,14.06810554,70,
6745,0.05,5,100,0,66.825,60,94,13.96601422,70,
6746,0.05,5,100,0,66.825,60,94,13.86189136,70,
6747,0.05,5,100,0,66.825,60,94,13.78495489,70,
6748,0.05,5,100,0,66.825,60,94,13.65767092,70,
6749,0.05,5,100,0,66.825,60,94,13.46792704,70,
6750,0.05,5,100,0,66.825,60,94,13.3417678,70,
6751,0.05,5,100,0,66.825,60,94,13.19521996,70,
6752,0.05,5,100,0,66.825,60,94,13.14133499,70,
6753,0.05,5,100,0,66.825,60,94,13.09916695,70,
6754,0.05,5,100,0,66.825,60,94,13.03020141,70,
6755,0.05,5,100,0,66.825,60,94,12.98513538,70,
6756,0.05,5,100,0,66.825,60,94,12.9332008,70,
6757,0.05,5,100,0,66.825,60,94,12.8934382,70,
6758,0.05,5,100,0,66.825,60,94,12.80180934,70,
6759,0.05,5,100,0,66.825,60,94,12.73490561,70,
6760,0.05,5,100,0,66.825,60,94,12.71030541,70,
6761,0.05,5,100,0,66.825,60,94,12.70126004,70,
6762,0.05,5,100,0,66.825,60,94,12.69793409,70,
6763,0.05,5,100,0,66.825,60,94,12.65669415,70,
6764,0.05,5,100,0,66.825,60,94,12.59823916,70,
6765,0.05,5,100,0,66.825,60,94,12.48553772,70,
6766,0.05,5,100,0,66.825,60,94,12.34538843,70,
6767,0.05,5,100,0,66.825,60,94,12.26167862,70,
6768,0.05,5,100,0,66.825,60,94,12.21412187,70,
6769,0.05,5,100,0,66.825,60,94,12.16978349,70,
6770,0.05,5,100,0,66.825,60,94,12.07167078,70,
6771,0.05,5,100,0,66.825,60,94,12.03014685,70,
6772,0.05,5,100,0,66.825,60,94,12.00441382,70,
6773,0.05,5,100,0,66.825,60,94,11.94442857,70,
6774,0.05,5,100,0,66.825,60,94,11.84901092,70,
6775,0.05,5,100,0,66.825,60,94,11.73941812,70,
6776,0.05,5,100,0,66.825,60,94,11.63556595,70,
6777,0.05,5,100,0,66.825,60,94,11.54852872,70,
6778,0.05,5,100,0,66.825,60,94,11.46813818,70,
6779,0.05,5,100,0,66.825,60,94,11.41556953,70,
6780,0.05,5,100,0,66.825,60,94,11.39624028,70,
6781,0.05,5,100,0,66.825,60,94,11.31240866,70,
6782,0.05,5,100,0,66.825,60,94,11.2383231,70,
6783,0.05,5,100,0,66.825,60,94,11.1360441,70,
6784,0.05,5,100,0,66.825,60,94,11.03168596,70,
6785,0.05,5,100,0,66.825,60,94,10.99331395,70,
6786,0.05,5,100,0,66.825,60,94,10.97920474,70,
6787,0.05,5,100,0,66.825,60,94,10.97401684,70,
6788,0.05,5,100,0,66.825,60,94,10.90312077,70,
6789,0.05,5,100,0,66.825,60,94,10.85878309,70,
6790,0.05,5,100,0,66.825,60,94,10.84248032,70,
6791,0.05,5,100,0,66.825,60,94,10.83648587,70,
6792,0.05,5,100,0,66.825,60,94,10.81221176,70,
6793,0.05,5,100,0,66.825,60,94,10.73726561,70,
6794,0.05,5,100,0,66.825,60,94,10.62328284,70,
6795,0.05,5,100,0,66.825,60,94,10.56827818,70,
6796,0.05,5,100,0,66.825,60,94,10.51751792,70,
6797,0.05,5,100,0,66.825,60,94,10.44499722,70,
6798,0.05,5,100,0,66.825,60,94,10.38493004,70,
6799,0.05,5,100,0,66.825,60,94,10.33348165,70,
6800,0.05,5,100,0,66.825,60,94,10.2641584,70,
6801,0.05,5,100,0,66.825,60,94,10.1912792,70,
6802,0.05,5,100,0,66.825,60,94,10.08183588,70,
6803,0.05,5,100,0,66.825,60,94,10.00659295,70,
6804,0.05,5,100,0,66.825,60,94,9.93451848,70,
6805,0.05,5,100,0,66.825,60,94,9.891826236,70,
6806,0.05,5,100,0,66.825,60,94,9.822670946,70,
6807,0.05,5,100,0,66.825,60,94,9.763141311,70,
6808,0.05,5,100,0,66.825,60,94,9.697924588,70,
6809,0.05,5,100,0,66.825,60,94,9.673944698,70,
6810,0.05,5,100,0,66.825,60,94,9.665127401,70,
6811,0.05,5,100,0,66.825,60,94,9.601712527,70,
6812,0.05,5,100,0,66.825,60,94,9.509450894,70,
6813,0.05,5,100,0,66.825,60,94,9.473756735,70,
6814,0.05,5,100,0,66.825,60,94,9.460632157,70,
6815,0.05,5,100,0,66.825,60,94,9.381541298,70,
6816,0.05,5,100,0,66.825,60,94,9.295837915,70,
6817,0.05,5,100,0,66.825,60,94,9.24540098,70,
6818,0.05,5,100,0,66.825,60,94,9.202150727,70,
6819,0.05,5,100,0,66.825,60,94,9.138945367,70,
6820,0.05,5,100,0,66.825,60,94,9.007979739,70,
6821,0.05,5,100,0,66.825,60,94,8.896706945,70,
6822,0.05,5,100,0,66.825,60,94,8.855792448,70,
6823,0.05,5,100,0,66.825,60,94,8.814837982,70,
6824,0.05,5,100,0,66.825,60,94,8.782060589,70,
6825,0.05,5,100,0,66.825,60,94,8.74350062,70,
6826,0.05,5,100,0,66.825,60,94,8.665063605,70,
6827,0.05,5,100,0,66.825,60,94,8.558628046,70,
6828,0.05,5,100,0,66.825,60,94,8.492768224,70,
6829,0.05,5,100,0,66.825,60,94,8.445491934,70,
6830,0.05,5,100,0,66.825,60,94,8.371705898,70,
6831,0.05,5,100,0,66.825,60,94,8.313719839,70,
6832,0.05,5,100,0,66.825,60,94,8.292398631,70,
6833,0.05,5,100,0,66.825,60,94,8.275995563,70,
6834,0.05,5,100,0,66.825,60,94,8.234898571,70,
6835,0.05,5,100,0,66.825,60,94,8.179289646,70,
6836,0.05,5,100,0,66.825,60,94,8.052267395,70,
6837,0.05,5,100,0,66.825,60,94,7.978118684,70,
6838,0.05,5,100,0,66.825,60,94,7.925010709,70,
6839,0.05,5,100,0,66.825,60,94,7.819702813,70,
6840,0.05,5,100,0,66.825,60,94,7.718089689,70,
6841,0.05,5,100,0,66.825,60,94,7.591945258,70,
6842,0.05,5,100,0,66.825,60,94,7.445707508,70,
6843,0.05,5,100,0,66.825,60,94,7.296528662,70,
6844,0.05,5,100,0,66.825,60,94,7.220317837,70,
6845,0.05,5,100,0,66.825,60,94,7.161143431,70,
6846,0.05,5,100,0,66.825,60,94,7.117205601,70,
6847,0.05,5,100,0,66.825,60,94,6.984775124,70,
6848,0.05,5,100,0,66.825,60,94,6.888464118,70,
6849,0.05,5,100,0,66.825,60,94,6.816801514,70,
6850,0.05,5,100,0,66.825,60,94,6.782150266,70,
6851,0.05,5,100,0,66.825,60,94,6.762371343,70,
6852,0.05,5,100,0,66.825,60,94,6.718507525,70,
6853,0.05,5,100,0,66.825,60,94,6.702379,70,
6854,0.05,5,100,0,66.825,60,94,6.696448616,70,
6855,0.05,5,100,0,66.825,60,94,6.64373457,70,
6856,0.05,5,100,0,66.825,60,94,6.47773841,70,
6857,0.05,5,100,0,66.825,60,94,6.39570422,70,
6858,0.05,5,100,0,66.825,60,94,6.29006559,70,
6859,0.05,5,100,0,66.825,60,94,6.204083272,70,
6860,0.05,5,100,0,66.825,60,94,6.022689079,70,
6861,0.05,5,100,0,66.825,60,94,5.88730938,70,
6862,0.05,5,100,0,66.825,60,94,5.811151613,70,
6863,0.05,5,100,0,66.825,60,94,5.744646034,70,
6864,0.05,5,100,0,66.825,60,94,5.68985935,70,
6865,0.05,5,100,0,66.825,60,94,5.655778387,70,
6866,0.05,5,100,0,66.825,60,94,5.600771431,70,
6867,0.05,5,100,0,66.825,60,94,5.549699286,70,
6868,0.05,5,100,0,66.825,60,94,5.530920291,70,
6869,0.05,5,100,0,66.825,60,94,5.510930612,70,
6870,0.05,5,100,0,66.825,60,94,5.413623449,70,
6871,0.05,5,100,0,66.825,60,94,5.327996443,70,
6872,0.05,5,100,0,66.825,60,94,5.257080598,70,
6873,0.05,5,100,0,66.825,60,94,5.20518066,70,
6874,0.05,5,100,0,66.825,60,94,5.186097291,70,
6875,0.05,5,100,0,66.825,60,94,5.141879775,70,
6876,0.05,5,100,0,66.825,60,94,5.119192829,70,
6877,0.05,5,100,0,66.825,60,94,5.031562151,70,
